Date,"Discharge, cubic feet per second (Mean) USGS 02296750 PEACE RIVER AT SR 70 AT ARCADIA, FL"
1/9/2007,5.6350432
1/10/2007,5.4368256
1/11/2007,5.2102912
1/12/2007,5.0403904
1/13/2007,4.9271232
1/14/2007,4.7289056
1/15/2007,4.4740544
1/16/2007,4.3324704
1/17/2007,4.0776192
1/18/2007,3.822768
1/19/2007,3.6528672
1/20/2007,3.5396
1/21/2007,3.4829664
1/22/2007,3.5112832
1/23/2007,3.6245504
1/24/2007,3.7378176
1/25/2007,4.2192032
1/26/2007,5.1819744
1/27/2007,6.6261312
1/28/2007,6.5694976
1/29/2007,6.5411808
1/30/2007,6.7110816
1/31/2007,6.5411808
2/1/2007,6.3146464
2/2/2007,6.5694976
2/3/2007,7.1641504
2/4/2007,9.769296
2/5/2007,10.4205824
2/6/2007,9.627712
2/7/2007,8.8065248
2/8/2007,8.1552384
2/9/2007,7.78712
2/10/2007,7.7021696
2/11/2007,7.1358336
2/12/2007,6.654448
2/13/2007,6.512864
2/14/2007,7.1075168
2/15/2007,7.8437536
2/16/2007,7.7304864
2/17/2007,7.2491008
2/18/2007,6.9092992
2/19/2007,6.7677152
2/20/2007,6.7677152
2/21/2007,6.7393984
2/22/2007,6.4562304
2/23/2007,6.1164288
2/24/2007,5.7483104
2/25/2007,5.380192
2/26/2007,5.1253408
2/27/2007,5.0687072
2/28/2007,4.8421728
3/1/2007,4.6439552
3/2/2007,4.5590048
3/3/2007,4.5023712
3/4/2007,4.3324704
3/5/2007,4.1908864
3/6/2007,4.0493024
3/7/2007,4.105936
3/8/2007,4.0209856
3/9/2007,3.8794016
3/10/2007,3.6528672
3/11/2007,3.5396
3/12/2007,3.4263328
3/13/2007,3.4263328
3/14/2007,3.3413824
3/15/2007,3.2847488
3/16/2007,3.398016
3/17/2007,3.7944512
3/18/2007,3.9077184
3/19/2007,3.7944512
3/20/2007,3.398016
3/21/2007,3.1997984
3/22/2007,3.0582144
3/23/2007,2.9449472
3/24/2007,2.8883136
3/25/2007,2.8033632
3/26/2007,2.65894752
3/27/2007,2.5201952
3/28/2007,2.48338336
3/29/2007,2.44090816
3/30/2007,2.29932416
3/31/2007,2.2228688
4/1/2007,2.19738368
4/2/2007,2.36728448
4/3/2007,2.3502944
4/4/2007,2.1096016
4/5/2007,2.05579968
4/6/2007,2.03031456
4/7/2007,1.96518592
4/8/2007,1.86607712
4/9/2007,1.7981168
4/10/2007,1.9538592
4/11/2007,2.34179936
4/12/2007,3.0582144
4/13/2007,3.4829664
4/14/2007,3.2847488
4/15/2007,3.1714816
4/16/2007,3.1714816
4/17/2007,3.1997984
4/18/2007,2.973264
4/19/2007,2.81468992
4/20/2007,2.55700704
4/21/2007,2.18605696
4/22/2007,1.88023552
4/23/2007,1.70467136
4/24/2007,1.5715824
4/25/2007,1.47813696
4/26/2007,1.46114688
4/27/2007,1.5715824
4/28/2007,1.39884992
4/29/2007,1.27991936
4/30/2007,1.21479072
5/1/2007,1.132672
5/2/2007,1.07320672
5/3/2007,1.04488992
5/4/2007,1.06471168
5/5/2007,1.1609888
5/6/2007,1.58290912
5/7/2007,1.1893056
5/8/2007,1.49795872
5/9/2007,2.03031456
5/10/2007,1.77263168
5/11/2007,1.56025568
5/12/2007,1.56308736
5/13/2007,1.69334464
5/14/2007,1.84625536
5/15/2007,1.94819584
5/16/2007,1.7981168
5/17/2007,1.71599808
5/18/2007,1.9397008
5/19/2007,2.2511856
5/20/2007,1.94253248
5/21/2007,1.69334464
5/22/2007,1.47530528
5/23/2007,1.31389952
5/24/2007,1.20063232
5/25/2007,1.12134528
5/26/2007,1.11001856
5/27/2007,1.08170176
5/28/2007,1.02506816
5/29/2007,0.96843456
5/30/2007,0.92312768
5/31/2007,0.89764256
6/1/2007,0.95144448
6/2/2007,1.60839424
6/3/2007,1.7556416
6/4/2007,2.10393824
6/5/2007,2.18605696
6/6/2007,1.92271072
6/7/2007,1.94536416
6/8/2007,2.9166304
6/9/2007,3.3130656
6/10/2007,3.1997984
6/11/2007,2.8599968
6/12/2007,2.49754176
6/13/2007,2.194552
6/14/2007,2.37577952
6/15/2007,2.21720544
6/16/2007,2.10676992
6/17/2007,2.052968
6/18/2007,1.9963344
6/19/2007,1.96235424
6/20/2007,1.95669088
6/21/2007,2.08977984
6/22/2007,2.2370272
6/23/2007,2.19172032
6/24/2007,1.87174048
6/25/2007,1.5715824
6/26/2007,1.34221632
6/27/2007,1.21479072
6/28/2007,1.3025728
6/29/2007,1.47813696
6/30/2007,1.73581984
7/1/2007,2.83168
7/2/2007,6.1164288
7/3/2007,9.5427616
7/4/2007,9.344544
7/5/2007,11.2984032
7/6/2007,15.0362208
7/7/2007,13.6486976
7/8/2007,12.4310752
7/9/2007,10.901968
7/10/2007,9.3162272
7/11/2007,8.3251392
7/12/2007,7.8154368
7/13/2007,7.4190016
7/14/2007,6.4562304
7/15/2007,5.9182112
7/16/2007,6.1730624
7/17/2007,6.4562304
7/18/2007,6.2580128
7/19/2007,5.8332608
7/20/2007,5.66336
7/21/2007,6.2863296
7/22/2007,6.7677152
7/23/2007,5.9748448
7/24/2007,6.6261312
7/25/2007,6.7677152
7/26/2007,6.6261312
7/27/2007,7.1641504
7/28/2007,7.8437536
7/29/2007,8.919792
7/30/2007,8.8631584
7/31/2007,9.8825632
8/1/2007,11.2417696
8/2/2007,14.86632
8/3/2007,18.3776032
8/4/2007,22.228688
8/5/2007,19.680176
8/6/2007,15.291072
8/7/2007,12.0063232
8/8/2007,9.8542464
8/9/2007,8.5799904
8/10/2007,10.052464
8/11/2007,10.335632
8/12/2007,9.0047424
8/13/2007,9.0896928
8/14/2007,9.1180096
8/15/2007,8.211872
8/16/2007,9.2879104
8/17/2007,9.7976128
8/18/2007,8.6083072
8/19/2007,8.0986048
8/20/2007,7.8154368
8/21/2007,7.3057344
8/22/2007,6.4562304
8/23/2007,5.5784096
8/24/2007,4.813856
8/25/2007,4.389104
8/26/2007,5.9748448
8/27/2007,13.5637472
8/28/2007,15.8857248
8/29/2007,14.583152
8/30/2007,12.3461248
8/31/2007,10.5904832
9/1/2007,9.5427616
9/2/2007,9.2312768
9/3/2007,11.9496896
9/4/2007,13.9318656
9/5/2007,13.2239456
9/6/2007,11.185136
9/7/2007,10.2506816
9/8/2007,9.2595936
9/9/2007,8.1835552
9/10/2007,7.3906848
9/11/2007,6.5694976
9/12/2007,5.946528
9/13/2007,5.4651424
9/14/2007,5.4934592
9/15/2007,7.7588032
9/16/2007,8.9481088
9/17/2007,7.9853376
9/18/2007,7.0508832
9/19/2007,6.512864
9/20/2007,5.8615776
9/21/2007,5.6067264
9/22/2007,5.7199936
9/23/2007,6.088112
9/24/2007,8.919792
9/25/2007,9.9391968
9/26/2007,9.4578112
9/27/2007,8.5516736
9/28/2007,7.5605856
9/29/2007,6.9092992
9/30/2007,6.229696
10/1/2007,5.5500928
10/2/2007,5.5784096
10/3/2007,5.6350432
10/4/2007,5.8332608
10/5/2007,7.362368
10/6/2007,8.636624
10/7/2007,8.8631584
10/8/2007,9.8825632
10/9/2007,10.3922656
10/10/2007,9.5144448
10/11/2007,8.7498912
10/12/2007,8.070288
10/13/2007,7.4190016
10/14/2007,6.796032
10/15/2007,5.9748448
10/16/2007,5.3235584
10/17/2007,4.8704896
10/18/2007,4.530688
10/19/2007,4.24752
10/20/2007,4.2758368
10/21/2007,4.3324704
10/22/2007,4.3324704
10/23/2007,4.3324704
10/24/2007,4.2758368
10/25/2007,4.3324704
10/26/2007,4.3607872
10/27/2007,4.389104
10/28/2007,4.3324704
10/29/2007,4.24752
10/30/2007,4.1625696
10/31/2007,4.1908864
11/1/2007,4.2192032
11/2/2007,4.1625696
11/3/2007,3.9926688
11/4/2007,3.7378176
11/5/2007,3.5112832
11/6/2007,3.3413824
11/7/2007,3.1997984
11/8/2007,3.0865312
11/9/2007,2.973264
11/10/2007,2.8883136
11/11/2007,2.76371968
11/12/2007,2.67876928
11/13/2007,2.60797728
11/14/2007,2.52585856
11/15/2007,2.45506656
11/16/2007,2.37577952
11/17/2007,2.29932416
11/18/2007,2.23419552
11/19/2007,2.17189856
11/20/2007,2.12092832
11/21/2007,2.07278976
11/22/2007,2.0388096
11/23/2007,2.0812848
11/24/2007,2.0671264
11/25/2007,2.05579968
11/26/2007,2.04730464
11/27/2007,2.0104928
11/28/2007,1.94253248
11/29/2007,1.92271072
11/30/2007,1.91704736
12/1/2007,1.88873056
12/2/2007,1.87740384
12/3/2007,1.84625536
12/4/2007,1.80944352
12/5/2007,1.7556416
12/6/2007,1.7414832
12/7/2007,1.71033472
12/8/2007,1.71882976
12/9/2007,1.67918624
12/10/2007,1.61972096
12/11/2007,1.61122592
12/12/2007,1.5857408
12/13/2007,1.56591904
12/14/2007,1.61688928
12/15/2007,1.93686912
12/16/2007,2.00482944
12/17/2007,2.04164128
12/18/2007,2.03314624
12/19/2007,2.00199776
12/20/2007,1.92837408
12/21/2007,1.92271072
12/22/2007,1.911384
12/23/2007,1.90855232
12/24/2007,1.90572064
12/25/2007,1.88023552
12/26/2007,1.85758208
12/27/2007,1.86324544
12/28/2007,1.84625536
12/29/2007,1.83776032
12/30/2007,1.80944352
12/31/2007,1.8122752
1/1/2008,1.95669088
1/2/2008,2.04730464
1/3/2008,2.06146304
1/4/2008,2.11243328
1/5/2008,2.0954432
1/6/2008,2.11243328
1/7/2008,2.02181952
1/8/2008,1.99350272
1/9/2008,1.9538592
1/10/2008,1.93120576
1/11/2008,1.90572064
1/12/2008,1.89439392
1/13/2008,1.87740384
1/14/2008,1.80661184
1/15/2008,1.7273248
1/16/2008,1.6848496
1/17/2008,1.73015648
1/18/2008,1.79245344
1/19/2008,2.04730464
1/20/2008,2.70142272
1/21/2008,2.8599968
1/22/2008,3.1997984
1/23/2008,3.3413824
1/24/2008,3.1714816
1/25/2008,3.0865312
1/26/2008,3.0298976
1/27/2008,2.9166304
1/28/2008,2.74106624
1/29/2008,2.7184128
1/30/2008,2.72973952
1/31/2008,2.62496736
2/1/2008,2.50320512
2/2/2008,2.41825472
2/3/2008,2.32480928
2/4/2008,2.24835392
2/5/2008,2.20304704
2/6/2008,2.15774016
2/7/2008,2.12659168
2/8/2008,2.11809664
2/9/2008,2.15490848
2/10/2008,2.26817568
2/11/2008,2.23419552
2/12/2008,2.27100736
2/13/2008,2.61364064
2/14/2008,2.57399712
2/15/2008,2.59665056
2/16/2008,2.619304
2/17/2008,2.50037344
2/18/2008,2.4210864
2/19/2008,2.760888
2/20/2008,2.79769984
2/21/2008,2.76938304
2/22/2008,2.67310592
2/23/2008,2.55700704
2/24/2008,2.57399712
2/25/2008,2.68160096
2/26/2008,2.83168
2/27/2008,2.8883136
2/28/2008,2.70142272
2/29/2008,2.54284864
3/1/2008,2.4635616
3/2/2008,2.336136
3/3/2008,2.22570048
3/4/2008,2.17756192
3/5/2008,2.22853216
3/6/2008,2.24269056
3/7/2008,2.33896768
3/8/2008,2.9166304
3/9/2008,3.0582144
3/10/2008,3.2847488
3/11/2008,3.2281152
3/12/2008,3.1997984
3/13/2008,3.1431648
3/14/2008,3.1997984
3/15/2008,3.2281152
3/16/2008,3.1431648
3/17/2008,3.0015808
3/18/2008,2.8883136
3/19/2008,2.7467296
3/20/2008,2.6759376
3/21/2008,2.61080896
3/22/2008,2.6759376
3/23/2008,3.7378176
3/24/2008,3.9360352
3/25/2008,3.8510848
3/26/2008,3.4546496
3/27/2008,3.1997984
3/28/2008,2.973264
3/29/2008,2.83168
3/30/2008,2.71558112
3/31/2008,2.57116544
4/1/2008,2.50037344
4/2/2008,2.8599968
4/3/2008,4.8988064
4/4/2008,6.937616
4/5/2008,8.5233568
4/6/2008,9.769296
4/7/2008,11.9780064
4/8/2008,13.875232
4/9/2008,15.6591904
4/10/2008,15.4892896
4/11/2008,13.7902816
4/12/2008,12.1195904
4/13/2008,10.760384
4/14/2008,9.6843456
4/15/2008,9.0047424
4/16/2008,8.4384064
4/17/2008,7.9853376
4/18/2008,7.5889024
4/19/2008,7.0508832
4/20/2008,6.4562304
4/21/2008,5.804944
4/22/2008,5.1536576
4/23/2008,4.4740544
4/24/2008,3.8794016
4/25/2008,3.3696992
4/26/2008,2.9449472
4/27/2008,2.59381888
4/28/2008,2.29082912
4/29/2008,2.12659168
4/30/2008,1.96518592
5/1/2008,1.80944352
5/2/2008,1.66502784
5/3/2008,1.56308736
5/4/2008,1.48946368
5/5/2008,1.42150336
5/6/2008,1.3308896
5/7/2008,1.24877088
5/8/2008,1.203464
5/9/2008,1.15815712
5/10/2008,1.2176224
5/11/2008,1.3308896
5/12/2008,1.22611744
5/13/2008,1.0477216
5/14/2008,0.9344544
5/15/2008,0.87215744
5/16/2008,0.8353456
5/17/2008,0.83817728
5/18/2008,0.8353456
5/19/2008,0.82968224
5/20/2008,1.01090976
5/21/2008,1.33655296
5/22/2008,1.32805792
5/23/2008,1.23461248
5/24/2008,1.21195904
5/25/2008,1.19496896
5/26/2008,1.0477216
5/27/2008,0.93728608
5/28/2008,0.86649408
5/29/2008,0.7928704
5/30/2008,0.70792
5/31/2008,0.64279136
6/1/2008,0.60031616
6/2/2008,0.8778208
6/3/2008,1.274256
6/4/2008,0.89481088
6/5/2008,1.02789984
6/6/2008,0.86083072
6/7/2008,0.778712
6/8/2008,0.7503952
6/9/2008,0.82685056
6/10/2008,0.77588032
6/11/2008,1.03073152
6/12/2008,1.26292928
6/13/2008,1.95952256
6/14/2008,2.57116544
6/15/2008,2.68726432
6/16/2008,2.53718528
6/17/2008,2.11809664
6/18/2008,1.78112672
6/19/2008,1.59140416
6/20/2008,1.7556416
6/21/2008,2.01332448
6/22/2008,2.4635616
6/23/2008,3.8510848
6/24/2008,4.8421728
6/25/2008,4.5023712
6/26/2008,3.8510848
6/27/2008,3.3413824
6/28/2008,4.1625696
6/29/2008,6.9092992
6/30/2008,8.353456
7/1/2008,9.344544
7/2/2008,11.9213728
7/3/2008,15.1211712
7/4/2008,15.1778048
7/5/2008,15.2061216
7/6/2008,13.2239456
7/7/2008,15.715824
7/8/2008,16.6502784
7/9/2008,17.4431488
7/10/2008,18.1510688
7/11/2008,18.40592
7/12/2008,16.423744
7/13/2008,13.9884992
7/14/2008,12.6292928
7/15/2008,16.2538432
7/16/2008,23.078192
7/17/2008,46.156384
7/18/2008,52.38608
7/19/2008,45.873216
7/20/2008,34.263328
7/21/2008,24.8904672
7/22/2008,18.3776032
7/23/2008,14.6114688
7/24/2008,14.2716672
7/25/2008,27.8354144
7/26/2008,36.245504
7/27/2008,31.14848
7/28/2008,25.0320512
7/29/2008,26.2496736
7/30/2008,33.98016
7/31/2008,47.005888
8/1/2008,56.067264
8/2/2008,55.21776
8/3/2008,50.687072
8/4/2008,45.590048
8/5/2008,41.908864
8/6/2008,41.908864
8/7/2008,39.077184
8/8/2008,34.263328
8/9/2008,33.413824
8/10/2008,35.112832
8/11/2008,35.396
8/12/2008,32.56432
8/13/2008,29.166304
8/14/2008,25.5700704
8/15/2008,22.2570048
8/16/2008,19.680176
8/17/2008,18.9156224
8/18/2008,22.0587872
8/19/2008,29.166304
8/20/2008,57.766272
8/21/2008,83.53456
8/22/2008,96.27712
8/23/2008,102.223648
8/24/2008,105.621664
8/25/2008,106.188
8/26/2008,104.205824
8/27/2008,103.073152
8/28/2008,99.391968
8/29/2008,95.710784
8/30/2008,86.083072
8/31/2008,78.720704
9/1/2008,74.473184
9/2/2008,72.774176
9/3/2008,68.526656
9/4/2008,61.730624
9/5/2008,54.085088
9/6/2008,47.855392
9/7/2008,42.4752
9/8/2008,37.944512
9/9/2008,33.98016
9/10/2008,30.865312
9/11/2008,27.7221472
9/12/2008,24.7205664
9/13/2008,21.94552
9/14/2008,19.4536416
9/15/2008,17.9245344
9/16/2008,17.4714656
9/17/2008,16.848496
9/18/2008,18.8873056
9/19/2008,20.4730464
9/20/2008,17.3581984
9/21/2008,15.0928544
9/22/2008,15.6025568
9/23/2008,16.3387936
9/24/2008,16.9334464
9/25/2008,16.8768128
9/26/2008,16.1972096
9/27/2008,15.007904
9/28/2008,13.9035488
9/29/2008,12.9974112
9/30/2008,12.5726592
10/1/2008,12.2611744
10/2/2008,11.5249376
10/3/2008,10.5055328
10/4/2008,9.5144448
10/5/2008,8.8914752
10/6/2008,9.061376
10/7/2008,11.6948384
10/8/2008,14.1017664
10/9/2008,16.848496
10/10/2008,18.0094848
10/11/2008,18.122752
10/12/2008,17.4997824
10/13/2008,16.3104768
10/14/2008,15.4043392
10/15/2008,14.6681024
10/16/2008,13.2522624
10/17/2008,11.6948384
10/18/2008,10.477216
10/19/2008,9.4294944
10/20/2008,8.5233568
10/21/2008,7.7021696
10/22/2008,6.9659328
10/23/2008,6.3995968
10/24/2008,6.2863296
10/25/2008,6.2863296
10/26/2008,6.37128
10/27/2008,6.1730624
10/28/2008,5.8615776
10/29/2008,5.521776
10/30/2008,5.2952416
10/31/2008,5.0403904
11/1/2008,4.7855392
11/2/2008,4.5590048
11/3/2008,4.4174208
11/4/2008,4.3607872
11/5/2008,4.3041536
11/6/2008,4.2192032
11/7/2008,4.1625696
11/8/2008,4.0776192
11/9/2008,3.964352
11/10/2008,3.7661344
11/11/2008,3.5962336
11/12/2008,3.4546496
11/13/2008,3.3413824
11/14/2008,3.2847488
11/15/2008,3.2281152
11/16/2008,3.1431648
11/17/2008,3.0865312
11/18/2008,3.0582144
11/19/2008,2.973264
11/20/2008,2.9449472
11/21/2008,2.9166304
11/22/2008,2.80619488
11/23/2008,2.7467296
11/24/2008,2.69575936
11/25/2008,2.65611584
11/26/2008,2.61647232
11/27/2008,2.58532384
11/28/2008,2.55983872
11/29/2008,2.51170016
11/30/2008,2.5060368
12/1/2008,2.62213568
12/2/2008,2.68443264
12/3/2008,2.65611584
12/4/2008,2.59665056
12/5/2008,2.57116544
12/6/2008,2.50320512
12/7/2008,2.48055168
12/8/2008,2.4210864
12/9/2008,2.38993792
12/10/2008,2.36728448
12/11/2008,2.55983872
12/12/2008,2.9166304
12/13/2008,3.4546496
12/14/2008,3.6528672
12/15/2008,3.4546496
12/16/2008,3.256432
12/17/2008,3.114848
12/18/2008,3.0298976
12/19/2008,2.9166304
12/20/2008,2.8599968
12/21/2008,2.760888
12/22/2008,2.65611584
12/23/2008,2.53718528
12/24/2008,2.47205664
12/25/2008,2.44090816
12/26/2008,2.4210864
12/27/2008,2.42391808
12/28/2008,2.406928
12/29/2008,2.336136
12/30/2008,2.27667072
12/31/2008,2.22003712
1/1/2009,2.17756192
1/2/2009,2.14358176
1/3/2009,2.08694816
1/4/2009,2.03597792
1/5/2009,2.01332448
1/6/2009,1.98783936
1/7/2009,1.97651264
1/8/2009,1.97934432
1/9/2009,1.92837408
1/10/2009,1.89156224
1/11/2009,1.8689088
1/12/2009,1.82926528
1/13/2009,1.84908704
1/14/2009,1.91421568
1/15/2009,2.04164128
1/16/2009,2.22570048
1/17/2009,2.19738368
1/18/2009,2.08411648
1/19/2009,2.03597792
1/20/2009,2.04730464
1/21/2009,2.0671264
1/22/2009,2.1096016
1/23/2009,2.14641344
1/24/2009,2.2228688
1/25/2009,2.30498752
1/26/2009,2.2936608
1/27/2009,2.21437376
1/28/2009,2.1520768
1/29/2009,2.12942336
1/30/2009,2.18605696
1/31/2009,2.41542304
2/1/2009,3.5112832
2/2/2009,3.822768
2/3/2009,3.5679168
2/4/2009,3.5679168
2/5/2009,3.6245504
2/6/2009,3.398016
2/7/2009,3.398016
2/8/2009,3.4263328
2/9/2009,3.2847488
2/10/2009,3.114848
2/11/2009,2.973264
2/12/2009,2.8883136
2/13/2009,2.78354144
2/14/2009,2.77787808
2/15/2009,2.67876928
2/16/2009,2.4918784
2/17/2009,2.38427456
2/18/2009,2.34463104
2/19/2009,2.31065088
2/20/2009,2.25968064
2/21/2009,2.21720544
2/22/2009,2.23985888
2/23/2009,2.1662352
2/24/2009,2.10676992
2/25/2009,2.04447296
2/26/2009,1.97934432
2/27/2009,1.93403744
2/28/2009,1.89439392
3/1/2009,1.86324544
3/2/2009,1.83209696
3/3/2009,1.77263168
3/4/2009,1.7698
3/5/2009,1.81510688
3/6/2009,1.78679008
3/7/2009,1.77546336
3/8/2009,1.73298816
3/9/2009,1.699008
3/10/2009,1.6140576
3/11/2009,1.57441408
3/12/2009,1.55459232
3/13/2009,1.54892896
3/14/2009,1.54892896
3/15/2009,1.50362208
3/16/2009,1.44982016
3/17/2009,1.44698848
3/18/2009,1.50928544
3/19/2009,1.4441568
3/20/2009,1.43566176
3/21/2009,1.35637472
3/22/2009,1.29124608
3/23/2009,1.22328576
3/24/2009,1.23461248
3/25/2009,1.21195904
3/26/2009,1.22045408
3/27/2009,1.22328576
3/28/2009,1.1893056
3/29/2009,1.37619648
3/30/2009,1.31389952
3/31/2009,1.4016816
4/1/2009,1.37902816
4/2/2009,1.29407776
4/3/2009,1.22894912
4/4/2009,1.21479072
4/5/2009,1.37902816
4/6/2009,1.57441408
4/7/2009,1.39035488
4/8/2009,1.203464
4/9/2009,1.1185136
4/10/2009,1.06754336
4/11/2009,1.03639488
4/12/2009,0.98259296
4/13/2009,0.95427616
4/14/2009,0.98259296
4/15/2009,1.1185136
4/16/2009,1.15532544
4/17/2009,1.12984032
4/18/2009,1.10152352
4/19/2009,1.05621664
4/20/2009,0.99391968
4/21/2009,0.94011776
4/22/2009,0.85516736
4/23/2009,0.7928704
4/24/2009,0.76738528
4/25/2009,0.76172192
4/26/2009,0.72774176
4/27/2009,0.6796032
4/28/2009,0.65978144
4/29/2009,0.61730624
4/30/2009,0.6229696
5/1/2009,0.63429632
5/2/2009,0.6229696
5/3/2009,0.6088112
5/4/2009,0.57766272
5/5/2009,0.57483104
5/6/2009,0.5521776
5/7/2009,0.51536576
5/8/2009,0.49271232
5/9/2009,0.47855392
5/10/2009,0.45873216
5/11/2009,0.41342528
5/12/2009,0.39926688
5/13/2009,0.56916768
5/14/2009,1.70750304
5/15/2009,3.256432
5/16/2009,3.822768
5/17/2009,3.8510848
5/18/2009,4.5873216
5/19/2009,4.4174208
5/20/2009,4.1625696
5/21/2009,5.2669248
5/22/2009,10.3639488
5/23/2009,25.2302688
5/24/2009,35.396
5/25/2009,39.360352
5/26/2009,36.81184
5/27/2009,36.245504
5/28/2009,43.607872
5/29/2009,46.439552
5/30/2009,41.05936
5/31/2009,32.847488
6/1/2009,26.2213568
6/2/2009,21.6340352
6/3/2009,18.3209696
6/4/2009,18.972256
6/5/2009,22.65344
6/6/2009,19.9067104
6/7/2009,17.1599808
6/8/2009,19.5102752
6/9/2009,20.8977984
6/10/2009,19.5952256
6/11/2009,18.3209696
6/12/2009,16.8201792
6/13/2009,14.6397856
6/14/2009,12.5160256
6/15/2009,10.6188
6/16/2009,9.4011776
6/17/2009,9.1746432
6/18/2009,11.468304
6/19/2009,12.4877088
6/20/2009,14.4132512
6/21/2009,15.291072
6/22/2009,14.1584
6/23/2009,13.1106784
6/24/2009,12.317808
6/25/2009,17.6413664
6/26/2009,25.0886848
6/27/2009,29.449472
6/28/2009,34.263328
6/29/2009,36.528672
6/30/2009,33.413824
7/1/2009,31.431648
7/2/2009,40.209856
7/3/2009,59.182112
7/4/2009,66.261312
7/5/2009,69.092992
7/6/2009,65.12864
7/7/2009,57.483104
7/8/2009,48.421728
7/9/2009,40.209856
7/10/2009,36.245504
7/11/2009,39.64352
7/12/2009,58.332608
7/13/2009,64.562304
7/14/2009,58.332608
7/15/2009,48.421728
7/16/2009,39.926688
7/17/2009,31.14848
7/18/2009,25.1170016
7/19/2009,20.8411648
7/20/2009,18.0944352
7/21/2009,21.2942336
7/22/2009,29.449472
7/23/2009,27.6655136
7/24/2009,21.8605696
7/25/2009,17.6696832
7/26/2009,14.8096864
7/27/2009,14.0734496
7/28/2009,18.40592
7/29/2009,19.5102752
7/30/2009,20.8694816
7/31/2009,56.350432
8/1/2009,73.057344
8/2/2009,65.411808
8/3/2009,45.30688
8/4/2009,33.413824
8/5/2009,28.599968
8/6/2009,24.0126464
8/7/2009,20.6995808
8/8/2009,19.1704736
8/9/2009,17.5280992
8/10/2009,16.6219616
8/11/2009,15.715824
8/12/2009,14.9229536
8/13/2009,13.3372128
8/14/2009,13.5071136
8/15/2009,14.7530528
8/16/2009,13.592064
8/17/2009,12.2894912
8/18/2009,11.4966208
8/19/2009,10.9302848
8/20/2009,10.9302848
8/21/2009,11.5815712
8/22/2009,15.9423584
8/23/2009,16.7918624
8/24/2009,14.016816
8/25/2009,15.57424
8/26/2009,20.5579968
8/27/2009,24.8338336
8/28/2009,23.3047264
8/29/2009,20.6429472
8/30/2009,23.219776
8/31/2009,24.210864
9/1/2009,31.997984
9/2/2009,60.031616
9/3/2009,80.136544
9/4/2009,97.69296
9/5/2009,99.391968
9/6/2009,92.0296
9/7/2009,89.19792
9/8/2009,88.631584
9/9/2009,82.685056
9/10/2009,69.942496
9/11/2009,55.21776
9/12/2009,46.72272
9/13/2009,56.067264
9/14/2009,67.677152
9/15/2009,76.172192
9/16/2009,78.437536
9/17/2009,70.225664
9/18/2009,59.46528
9/19/2009,48.988064
9/20/2009,40.776192
9/21/2009,36.528672
9/22/2009,33.413824
9/23/2009,31.431648
9/24/2009,28.599968
9/25/2009,26.476208
9/26/2009,28.1468992
9/27/2009,24.4657152
9/28/2009,21.7189856
9/29/2009,19.9916608
9/30/2009,18.0661184
10/1/2009,15.8857248
10/2/2009,14.1017664
10/3/2009,12.7991936
10/4/2009,11.6382048
10/5/2009,10.7320672
10/6/2009,9.8259296
10/7/2009,9.20296
10/8/2009,9.061376
10/9/2009,8.5516736
10/10/2009,7.9853376
10/11/2009,7.5605856
10/12/2009,7.5605856
10/13/2009,10.7037504
10/14/2009,10.7320672
10/15/2009,8.9764256
10/16/2009,7.9570208
10/17/2009,9.2595936
10/18/2009,13.592064
10/19/2009,10.8736512
10/20/2009,9.1746432
10/21/2009,8.211872
10/22/2009,7.7021696
10/23/2009,7.1641504
10/24/2009,6.796032
10/25/2009,6.654448
10/26/2009,6.4279136
10/27/2009,6.4279136
10/28/2009,6.3429632
10/29/2009,5.8332608
10/30/2009,5.4651424
10/31/2009,5.238608
11/1/2009,4.9837568
11/2/2009,4.5023712
11/3/2009,4.105936
11/4/2009,4.1342528
11/5/2009,4.1908864
11/6/2009,4.1342528
11/7/2009,3.964352
11/8/2009,3.822768
11/9/2009,3.7095008
11/10/2009,3.7378176
11/11/2009,3.9077184
11/12/2009,3.7944512
11/13/2009,3.964352
11/14/2009,3.9077184
11/15/2009,3.7095008
11/16/2009,3.7378176
11/17/2009,3.7661344
11/18/2009,3.7095008
11/19/2009,3.5679168
11/20/2009,3.4829664
11/21/2009,3.3696992
11/22/2009,3.398016
11/23/2009,3.398016
11/24/2009,3.398016
11/25/2009,3.5962336
11/26/2009,4.1625696
11/27/2009,4.95544
11/28/2009,5.2669248
11/29/2009,5.097024
11/30/2009,4.8704896
12/1/2009,4.5023712
12/2/2009,4.0776192
12/3/2009,4.1342528
12/4/2009,5.4368256
12/5/2009,13.6203808
12/6/2009,39.077184
12/7/2009,47.855392
12/8/2009,41.05936
12/9/2009,34.263328
12/10/2009,29.166304
12/11/2009,25.1170016
12/12/2009,21.7189856
12/13/2009,19.1987904
12/14/2009,17.2449312
12/15/2009,15.6308736
12/16/2009,14.5265184
12/17/2009,13.4787968
12/18/2009,13.0540448
12/19/2009,14.1017664
12/20/2009,17.698
12/21/2009,17.4997824
12/22/2009,15.4043392
12/23/2009,14.0451328
12/24/2009,12.9690944
12/25/2009,12.0063232
12/26/2009,11.8081056
12/27/2009,11.9780064
12/28/2009,11.7797888
12/29/2009,11.3550368
12/30/2009,10.8736512
12/31/2009,10.5621664
1/1/2010,10.5338496
1/2/2010,12.03464
1/3/2010,13.7619648
