Date,Average of uwind0,Average of uwind1,Average of uwind2,Average of uwind3,Average of uwind4,Average of uwind5,Average of uwind6,Average of uwind7,Average of uwind8,Average of uwind9,Average of uwind10,Average of uwind11,Average of uwind12,Average of uwind13,Average of uwind14,Average of uwind15,Average of uwind16,Average of uwind17,Average of uwind18,Average of uwind19,Average of uwind20,Average of uwind21,Average of uwind22,Average of uwind23,Average of uwind24,Average of uwind25,Average of uwind26,Average of uwind27,Average of uwind28,Average of uwind29,Average of uwind30,Average of uwind31,Average of uwind32,Average of uwind33,Average of uwind34,Average of uwind35
6/8/2009,-0.597999992,-0.286499974,-0.179999993,-0.174499987,-0.450999993,-0.224999998,-0.104999999,0.118999983,0.195000019,0.206000001,0.009999997,0.302500001,1.147999988,0.896499992,0.410500008,0.314500004,1.3295,1.331999994,0.904500007,0.574999985,1.030500005,1.560499974,1.273500023,1.071500009,0.788500012,1.506499986,1.485500024,1.37550001,0.980500004,1.437999992,1.596000001,1.591000029,1.400499996,1.522500006,1.55899999,1.428499991
6/9/2009,1.39913044,1.573478269,1.578695673,1.541304347,1.46565218,1.539565208,1.529565215,1.597826099,1.793913039,1.706956542,1.483913052,1.562608687,2.300869567,2.045652195,1.609565222,1.324347817,2.359130428,2.245652212,1.692173915,1.100000003,2.18869563,2.433043457,1.825217383,1.214347823,2.006956501,2.270434792,1.870000005,1.486086949,1.966956512,1.928695648,1.700434775,1.550434796,2.188695643,1.788260885,1.4,1.193913052
6/10/2009,2.447142845,2.310952357,2.134761904,2.038095233,2.320000016,2.150476206,1.950000005,1.879047635,2.387619078,2.115714286,1.753809529,1.618095233,2.576666662,2.198095227,1.64047619,1.014285698,2.509523816,2.198571427,1.254285707,0.083333331,2.425238081,2.421428594,1.154761893,-0.169523805,2.309047631,2.259523809,1.363809515,0.609523808,2.124285715,1.739047632,1.198571427,0.943809525,2.233333356,1.442380954,0.734761915,0.411428562
6/11/2009,1.979500005,1.855500006,1.704999992,1.635,1.920499988,1.770999984,1.579000007,1.566499999,2.138500014,1.852499994,1.439500006,1.372999999,2.534499989,2.09600001,1.438499998,0.813999995,2.515000009,2.201499997,1.192499995,-0.009500002,2.381499994,2.47249998,1.189999977,-0.115000002,2.23399999,2.346000014,1.504499993,0.781499983,2.086499995,1.875000022,1.452499977,1.232500009,2.224500028,1.597499992,1.0035,0.676000014
6/12/2009,1.75888889,1.779444463,1.706666653,1.652222226,1.752777783,1.726666693,1.627222244,1.732777818,2.163888888,1.941666679,1.536666662,1.654444457,2.83611113,2.388333338,1.677222212,1.194999989,2.885555536,2.643333345,1.686111126,0.621666649,2.648333336,2.945000017,1.836111104,0.745000004,2.419444454,2.840000015,2.198333334,1.60722222,2.370555566,2.457222189,2.246666649,2.083888849,2.613888926,2.264999999,1.885000001,1.516666685
6/13/2009,1.604999987,1.752500005,1.739500015,1.691500004,1.632999996,1.692500008,1.665499993,1.771500004,2.036500005,1.908499996,1.607999999,1.738500013,2.678500004,2.337999966,1.792000027,1.527500005,2.750500027,2.637499981,2.042499986,1.452500002,2.558999989,2.870000036,2.285500009,1.746499994,2.405999998,2.806499977,2.511000018,2.210000018,2.457000034,2.616999994,2.554999988,2.474499981,2.718499988,2.563999996,2.374500008,2.115000023
6/14/2009,2.315833343,2.517499983,2.520416657,2.465000016,2.314166653,2.419166664,2.435833325,2.4875,2.609166664,2.557083346,2.369166672,2.4275,3.091666644,2.868333315,2.465416662,2.183750009,3.141666658,3.051666689,2.53541664,1.980416673,2.939166663,3.224583335,2.655416655,2.114583336,2.751666655,3.183750016,2.914583328,2.63666668,2.84208336,3.045416653,3.022083352,2.961250007,3.13166665,3.031666689,2.886666651,2.630833368
6/15/2009,2.581428562,2.746190474,2.722857174,2.663809532,2.610476204,2.669523824,2.630476157,2.693333353,2.951428595,2.819047627,2.525714278,2.595238067,3.505238102,3.17285716,2.615714272,2.212857127,3.543333332,3.376666693,2.630952381,1.803809515,3.311904771,3.611904757,2.750476224,1.900952362,3.068571426,3.487142858,2.993809535,2.519047629,3.000952363,3.128571414,2.983333355,2.842380966,3.186190503,2.93333334,2.642380941,2.316666666
6/16/2009,2.633636334,2.838181815,2.855454515,2.814545463,2.674090906,2.775909082,2.785909095,2.82045456,2.913181809,2.862727274,2.694090914,2.736818189,3.301818181,3.101363637,2.701818163,2.282272734,3.332727286,3.156818173,2.441818178,1.565454553,3.112727279,3.332727264,2.389545454,1.399545442,2.806363626,3.121818182,2.507272715,1.933636381,2.569545456,2.58545454,2.338636337,2.134545458,2.595454536,2.219090913,1.814999997,1.445909087
6/17/2009,1.598636371,1.490454549,1.321363631,1.234545449,1.562727282,1.382727253,1.138181812,1.089545459,1.748636364,1.40136364,0.916818197,0.799545458,2.100909092,1.591363628,0.8509091,0.15636364,2.051818191,1.689090908,0.569090919,-0.768181815,1.91545453,1.985454553,0.560000001,-0.934090901,1.730454547,1.712727277,0.660454544,-0.236363646,1.480909094,0.992727281,0.301363629,-0.03863635,1.639999994,0.579999994,-0.375909079,-0.707272717
6/18/2009,0.039999985,-0.205454547,-0.39272728,-0.470909084,-0.103181801,-0.329545458,-0.569545447,-0.606818175,0.082272722,-0.25954546,-0.728181822,-0.837727279,0.4609091,-0.03136363,-0.694545443,-1.185909085,0.445000018,0.171363627,-0.649090899,-1.549090909,0.36636365,0.435000025,-0.498181811,-1.412727281,0.341818192,0.390909089,-0.220909088,-0.729999998,0.479090914,0.190000003,-0.221818185,-0.370454548,0.911363629,0.169090915,-0.509545452,-0.689545447
6/19/2009,1.16047619,1.028571431,0.903809515,0.846666666,1.122380952,0.957142842,0.771428574,0.732857149,1.264285714,1.011428585,0.679523811,0.573809522,1.514285714,1.169047634,0.681428567,0.220476201,1.49142858,1.246666687,0.521904769,-0.336666671,1.463333331,1.443809525,0.530000001,-0.427142865,1.419999999,1.276666665,0.575238107,-0.007142863,1.224761923,0.812380962,0.317619037,0.091904763,1.262857156,0.529523806,-0.11571428,-0.292380945
6/20/2009,1.787391291,1.778260865,1.713478261,1.680000002,1.836521729,1.781304338,1.65608695,1.728260876,2.276086945,2.03434781,1.616086952,1.659999987,2.96739132,2.510000021,1.793913047,1.26608694,3.02565218,2.774347828,1.816521751,0.753043463,2.816086952,3.078695644,1.973478263,0.868260859,2.609565237,2.914347844,2.212608683,1.575652191,2.505217415,2.438695644,2.108260871,1.900869585,2.726521746,2.178260882,1.634347816,1.322173894
6/21/2009,3.644736817,3.593684209,3.466842124,3.377894715,3.487368433,3.430526332,3.310526346,3.470526356,3.946842056,3.67263159,3.164736848,3.365263136,4.770000006,4.208947332,3.393157871,3.111578935,4.799473662,4.675263166,3.905789463,3.19947372,4.491052665,5.013684248,4.337368413,3.747894707,4.233684214,4.921578934,4.633157893,4.297368451,4.298947384,4.673684208,4.705789516,4.625263164,4.63736839,4.604736818,4.491578955,4.225263194
6/22/2009,4.879090884,4.849090934,4.735909083,4.648181829,4.722727277,4.677727266,4.564545447,4.715454546,5.165909106,4.901363676,4.409545465,4.603636417,5.96636369,5.418636409,4.661363634,4.55409089,5.988636342,5.949545427,5.403636347,5.02136367,5.715000044,6.260000099,5.945454532,5.736818216,5.531818195,6.166818207,6.087272774,5.934545474,5.708181793,6.033181819,6.080454523,6.034545487,6.157272729,6.090454578,5.969090917,5.874090932
6/23/2009,5.925714243,5.686666648,5.45523807,5.339999948,5.709523837,5.483333383,5.214761916,5.306666647,6.039523783,5.609523796,4.961904753,5.058095251,6.699523812,6.00857142,5.10047622,4.774285725,6.646190484,6.474285716,5.658095224,4.915238074,6.419999985,6.834285713,6.123333386,5.480476209,6.24809524,6.665238131,6.246666658,5.82666665,6.185714336,6.270000026,6.091904731,5.935238089,6.415714264,6.106666633,5.792380923,5.57571427
6/24/2009,3.250434781,3.420869566,3.426086929,3.327826062,2.940434773,3.100000001,3.213478267,3.324347825,3.143043468,3.19739129,3.109565213,3.296521762,3.604782597,3.475652166,3.162608668,2.999999969,3.620869567,3.621739135,3.181304359,2.695652161,3.307826077,3.763913039,3.258695652,2.713478243,2.916956527,3.439130442,3.090434804,2.698260849,2.749565217,2.878260861,2.703043439,2.505217383,2.926956541,2.563043503,2.16652175,1.874782612
6/25/2009,2.035454537,2.158636363,2.17681817,2.099999998,1.682727273,1.840909088,2.007272727,2.060454552,1.549090925,1.736818171,1.908636369,2.048636361,1.491818212,1.653181843,1.771363635,1.793181839,1.453181834,1.520454526,1.479090891,1.34363633,1.272727275,1.480454566,1.306363623,1.053181811,0.95454545,1.237272714,1.085454503,0.889545484,0.610909098,0.783181817,0.7827273,0.660000007,0.363181812,0.427727276,0.450454545,0.325454547
6/26/2009,3.301578936,3.492631599,3.527894773,3.475789484,3.106315801,3.300526305,3.446842093,3.602631581,3.3868421,3.471578949,3.416315794,3.659473683,3.91894732,3.82210527,3.585789517,3.655263173,3.975263131,4.080526289,3.932631593,3.873684218,3.659999985,4.193684239,4.171578934,4.182105278,3.302105257,4.015789503,4.106315763,4.068947365,3.218947385,3.750526328,3.987368439,3.953157864,3.291052592,3.641052616,3.894210546,3.868421078
6/27/2009,1.990000007,2.184999996,2.232727286,2.221363635,2.084545458,2.206818209,2.234545449,2.416363633,2.642272743,2.55136362,2.259090909,2.490454544,3.493636348,3.15090912,2.606818207,2.56681818,3.620000005,3.619545433,3.234090897,2.993636362,3.427272699,3.857727268,3.678636378,3.60136361,3.363636418,3.849545457,3.847272721,3.794545472,3.718636372,3.916363619,3.930454541,3.936818188,4.323181835,4.139999997,3.935000002,3.903181818
6/28/2009,3.068260877,3.160434795,3.150869556,3.112173889,3.046086954,3.103043473,3.078260862,3.262608678,3.620869585,3.456521729,3.058695638,3.283913073,4.5530435,4.100000008,3.408260884,3.282608685,4.656956496,4.616086981,4.05913043,3.633478263,4.400000012,4.91521742,4.545652182,4.273043518,4.243478236,4.835652165,4.713043482,4.534782617,4.453478233,4.720869603,4.726521741,4.678260834,4.948260898,4.813043449,4.644347823,4.592608675
6/29/2009,4.680000004,4.616842107,4.526315764,4.454736797,4.471578937,4.429999991,4.356842129,4.477894745,4.768947388,4.585263164,4.232105268,4.391052648,5.345263205,4.95421052,4.417368425,4.399473642,5.345263155,5.358947453,5.025789462,4.835263164,5.15473682,5.578421041,5.451578943,5.409473733,5.04631577,5.521578964,5.53684212,5.484736869,5.195263185,5.461578946,5.538421003,5.525789462,5.522631545,5.524736844,5.482105268,5.45105259
6/30/2009,4.119999994,4.017727267,3.91000001,3.846363653,3.924545494,3.86590911,3.765454552,3.947727247,4.415454518,4.159090877,3.665454529,3.890000007,5.293636365,4.747727275,3.986363606,3.925909097,5.329545455,5.323181824,4.814090935,4.498181787,5.028636369,5.640000018,5.402727268,5.288636327,4.837727308,5.56045452,5.556818182,5.459090894,5.108636401,5.490909067,5.581818158,5.56454548,5.673181859,5.633636377,5.535909068,5.506818143
7/1/2009,2.853499973,2.933999997,2.913500017,2.854500014,2.649000019,2.764999998,2.809,3.113499957,3.346499991,3.22050007,2.794999978,3.206000024,4.550500023,4.0505,3.261499965,3.258500004,4.666000009,4.728500009,4.183500016,3.858499974,4.198000026,5.07299999,4.837500048,4.718000019,3.795500004,4.860000014,4.879499984,4.741500032,4.016499984,4.608000016,4.76099999,4.695999968,4.6495,4.671499968,4.601499951,4.547999954
7/2/2009,2.04649999,2.20299999,2.242500004,2.220499989,2.041500004,2.167000019,2.224499987,2.433000003,2.582000008,2.529500003,2.27950001,2.55350003,3.431999981,3.135499969,2.633500003,2.60949999,3.543000007,3.578999978,3.20450002,2.957999957,3.256999975,3.802000004,3.611500007,3.498000008,3.040499958,3.693499982,3.683499974,3.588499999,3.241500002,3.580500001,3.651500025,3.619999981,3.715000015,3.664500016,3.562499979,3.522500026
7/3/2009,2.489999974,2.57227274,2.562272744,2.551818193,2.611363606,2.639090931,2.571818157,2.761363636,3.26590907,3.046363635,2.58772728,2.800454562,4.264090923,3.750909095,2.984999976,2.795454543,4.389545484,4.305000002,3.666363613,3.157727254,4.134090917,4.634545429,4.181363634,3.828181849,3.974999991,4.549545494,4.368636326,4.142727264,4.155909137,4.397272744,4.374090915,4.310000008,4.630454508,4.454545438,4.246818196,4.13909095
7/4/2009,2.926000029,2.959000009,2.91099999,2.870499998,2.93300001,2.921499997,2.84550001,2.89549998,3.295500034,3.122000027,2.79600001,2.822499996,3.880500004,3.518500006,2.954500008,2.591000009,3.934500009,3.777499966,3.102499986,2.396500003,3.772999939,4.016499966,3.295500004,2.606999996,3.65199998,3.949999997,3.535500035,3.153499979,3.706499964,3.728999993,3.555999991,3.451000008,3.999000001,3.667999956,3.335500008,3.109999976
7/5/2009,2.205714284,2.336190466,2.348571459,2.328571447,2.218571418,2.306190472,2.330952382,2.438571423,2.567619048,2.514761864,2.320476207,2.455238101,3.133809524,2.901428572,2.500952373,2.323809509,3.199999968,3.156666651,2.730952385,2.324761893,2.993333362,3.332857115,2.93571429,2.579047634,2.814285721,3.266190506,3.099999968,2.900952404,2.906666671,3.130000009,3.13857144,3.090476181,3.196666661,3.13809522,3.041904759,2.880476194
7/6/2009,3.35999999,3.367499983,3.330499971,3.297000015,3.282000005,3.300000024,3.269499981,3.438999987,3.753999984,3.603999996,3.261999995,3.469999999,4.537499988,4.1505,3.570499992,3.482999974,4.604000032,4.60250001,4.162999994,3.852999985,4.345999992,4.850499976,4.59599998,4.432500011,4.159499991,4.784000003,4.754499996,4.64749999,4.295000064,4.678499973,4.802000004,4.78299998,4.635999954,4.732499957,4.765500015,4.694999951
7/7/2009,3.935789485,3.873684281,3.799473706,3.767368417,3.906315791,3.852105266,3.737894723,3.947368415,4.487894711,4.20894737,3.693684195,3.949473688,5.43684209,4.866315817,4.075263149,4.002105274,5.505789456,5.469473688,4.922631603,4.567894772,5.237894711,5.80052633,5.528947378,5.375263114,5.071052677,5.708421042,5.663157865,5.535789477,5.205263213,5.565789511,5.654210542,5.614736821,5.583684193,5.614210555,5.591052545,5.570526324
7/8/2009,2.742631561,2.815789474,2.806315811,2.763684216,2.631052638,2.718947379,2.73368422,3.000526315,3.306315786,3.158421027,2.74105264,3.086315801,4.428421033,3.941578903,3.19842107,3.201052653,4.543684207,4.597894731,4.122631587,3.86999998,4.133684234,4.918947396,4.76368421,4.738947392,3.796842073,4.789999974,4.888421059,4.834736837,3.986315803,4.6415789,4.90421058,4.892631537,4.469999991,4.726315812,4.873157896,4.855789454
7/9/2009,1.245499991,1.564,1.691999989,1.689499987,1.278999995,1.553500002,1.723500001,2.027999987,2.051000014,2.082000032,1.846000008,2.262500007,3.250500016,2.946000014,2.371499999,2.44150001,3.447499974,3.558500016,3.210999992,3.076000014,2.965499981,3.826000043,3.782499947,3.858500016,2.519499975,3.677499997,3.88199998,3.889999982,2.72200003,3.53899999,3.910999996,3.921000013,3.222999987,3.635500005,3.901999995,3.864500016
7/10/2009,-0.241904757,0.149523819,0.290476167,0.324285697,0.02619048,0.29190475,0.433809527,0.52190477,0.490476189,0.579047607,0.535714268,0.636190479,1.114761887,1.032857145,0.779047612,0.608571423,1.284285732,1.252380937,0.936190476,0.632857146,1.125238083,1.380476171,1.080476207,0.838571445,1.017619059,1.446666681,1.400000014,1.324285712,1.238095237,1.541428577,1.670476173,1.708095238,1.564761913,1.659047605,1.67761903,1.483333327
7/11/2009,-0.848000005,-0.341499989,-0.139000015,-0.079000011,-0.362999982,-0.089500004,0.039500014,0.111999986,0.075000015,0.171499972,0.180500002,0.257500013,0.561999992,0.544500005,0.346000003,0.003999994,0.725499986,0.584499999,0.076999988,-0.570499998,0.632000005,0.694500019,-0.013499996,-0.746999997,0.500999992,0.628000003,0.188500004,-0.2,0.332499996,0.340500009,0.206000003,0.09699998,0.266499996,0.071999998,-0.16000001,-0.48100001
7/12/2009,0.975555561,1.216666674,1.282777782,1.300555559,1.226111127,1.333333341,1.358333337,1.346666661,1.401111096,1.40888889,1.372222223,1.338888868,1.587777754,1.539999978,1.368333323,0.991111088,1.639444454,1.474999997,0.973333345,0.295000013,1.567777783,1.558888906,0.805555557,-0.011666672,1.420555539,1.424444447,0.887222235,0.424444446,1.147222228,1.009444442,0.753888912,0.590000006,1.001666678,0.688888898,0.391111128,0.140555546
7/13/2009,1.932857127,2.108571422,2.144285736,2.145714294,2.104761907,2.189047632,2.18761905,2.275714284,2.524761904,2.441428571,2.220952375,2.310000005,3.123809519,2.868571432,2.429523811,2.15428572,3.226666644,3.11380955,2.585714276,2.045238112,3.070952393,3.306190454,2.760952389,2.256190454,2.943809538,3.287142867,3.024761924,2.765238081,2.958571411,3.142857183,3.135238057,3.086190451,3.112380964,3.074285706,2.984761891,2.724761946
7/14/2009,2.134285734,2.110952374,2.062380941,2.0638095,2.265238115,2.20761906,2.091428547,2.189999995,2.669047611,2.447619046,2.085714295,2.178571431,3.264285746,2.870952396,2.309047625,2.054285719,3.318095236,3.189523805,2.627619042,2.095238101,3.18142858,3.427619054,2.908095235,2.446190476,3.098095286,3.388571416,3.121428535,2.860476213,3.127142872,3.231428572,3.165238088,3.101428571,3.320952381,3.180476183,3.019999984,2.855714279
7/15/2009,0.750454561,0.887727266,0.90818181,0.913181801,0.906363621,0.970909096,0.949090895,1.039545472,1.33227273,1.222727257,0.965454535,1.054545463,1.951818162,1.658181824,1.165909099,0.841818176,2.045000006,1.903636362,1.28636365,0.631363629,1.849090909,2.12045455,1.452272724,0.821818184,1.660000042,2.070454562,1.737727263,1.40500002,1.629545474,1.849545444,1.835454555,1.759090879,1.760454547,1.732272706,1.647272743,1.376818175
7/16/2009,1.122105269,1.136315786,1.099999989,1.106315796,1.278947363,1.247368397,1.151052645,1.220000001,1.656842084,1.467368407,1.147368433,1.197894747,2.202631581,1.854736832,1.303157896,0.861578956,2.265263191,2.045263174,1.27157895,0.397894756,2.121052647,2.282105266,1.367368428,0.464736866,1.975789503,2.216842118,1.673684195,1.189473694,1.875263171,1.902631553,1.723684198,1.595789493,1.960000022,1.692105291,1.401052641,1.059473684
7/17/2009,2.229047607,2.43666668,2.505714275,2.506190473,2.356190499,2.493809518,2.536190501,2.754285726,3.027619055,2.939523799,2.628095276,2.899523851,4.03333333,3.666190465,3.052380939,2.915238122,4.195238068,4.165238125,3.641428595,3.23714285,3.917142857,4.439523833,4.083809535,3.830476205,3.717619033,4.402857133,4.343333301,4.207142824,3.844285738,4.308095245,4.479523795,4.47,4.162857101,4.345714251,4.437619016,4.277619044
7/18/2009,3.146666674,3.190952369,3.162380934,3.145714272,3.224761906,3.226190476,3.146190496,3.348095269,3.813333352,3.585238093,3.134285677,3.380952398,4.725714263,4.224761895,3.505714258,3.416190499,4.813809497,4.774761915,4.249047597,3.888095209,4.539999996,5.080952383,4.788571449,4.601428571,4.339999982,4.982380946,4.919047617,4.777619033,4.441428548,4.812857117,4.906666676,4.86285716,4.777142877,4.837142831,4.842380944,4.808571418
7/19/2009,1.716499995,1.938000011,2.016499999,2.022000021,1.831499983,1.9825,2.057499994,2.184000023,2.245999976,2.24999999,2.118500014,2.279999992,2.853999982,2.686499975,2.374000025,2.324499986,2.954000004,2.980499996,2.732999991,2.564000008,2.698499998,3.125499987,2.990499984,2.910000033,2.424500005,3.03099996,3.067499968,3.00900003,2.388000003,2.863500029,3.081500032,3.065499955,2.47000002,2.802500043,3.044,2.976000009
7/20/2009,0.049090914,0.445000005,0.571363643,0.57454546,0.230454555,0.502727278,0.649999992,0.790000002,0.780909081,0.851363622,0.745454536,0.922272727,1.574090918,1.41999999,1.009545461,0.663181828,1.745000008,1.646363642,1.011363629,0.301818187,1.464545466,1.845909106,1.106818191,0.400909087,1.186818186,1.805909108,1.485454555,1.14363637,1.246818174,1.624545443,1.683636379,1.628636365,1.523636354,1.567272732,1.519090903,1.173181826
7/21/2009,-0.454761915,-0.576666666,-0.660952372,-0.621428566,-0.121428575,-0.310952384,-0.559047626,-0.651428579,0.050476187,-0.255714287,-0.608571417,-0.811904753,0.21238098,-0.141904771,-0.637142854,-1.289047624,0.217619034,-0.160952378,-1.046666647,-2.161904761,0.255714278,0.042857135,-1.169523798,-2.433809544,0.261904747,-0.04333332,-0.930000009,-1.6352381,0.0395238,-0.475714283,-1.036666673,-1.262857131,-0.000476182,-0.804285706,-1.522380949,-1.837142869
7/22/2009,-0.184999991,-0.12916666,-0.148750001,-0.137499999,0.058333316,0.007083322,-0.105416672,-0.189166668,0.147083334,0.011666678,-0.147500001,-0.307500008,0.207916672,0.045833341,-0.222083349,-0.713749985,0.210833366,-0.047916674,-0.673749991,-1.510416674,0.212083329,0.063749999,-0.859166661,-1.848750008,0.15750001,-0.027083336,-0.70249999,-1.249999998,-0.062916659,-0.40083334,-0.799999992,-0.979166693,-0.147500011,-0.686666665,-1.169583331,-1.419999991
7/23/2009,0.497894753,0.60789474,0.616315782,0.605789461,0.611052621,0.647894734,0.618947348,0.669473678,0.980526338,0.875263149,0.645263142,0.67736842,1.516315814,1.260000007,0.797894738,0.380526321,1.591578945,1.410000014,0.698947383,-0.125263183,1.423684191,1.616315806,0.743684198,-0.141052621,1.232105278,1.481578937,0.933157893,0.432631577,1.074736874,1.076842108,0.860000022,0.701052644,1.135263161,0.830526321,0.521052666,0.288421038
7/24/2009,1.186818201,1.156363624,1.073636362,1.039090914,1.224090922,1.171363629,1.036363636,1.21954545,1.857727276,1.552272724,0.996363637,1.197727282,2.863636365,2.250909103,1.319090919,0.840909094,2.954545471,2.724545456,1.667727275,0.592727264,2.625000013,3.12136366,2.040909097,1.011363645,2.313636365,2.9281818,2.314545462,1.707272736,2.257272733,2.431818154,2.226363656,2.034545447,2.586363633,2.215909088,1.813181812,1.472727262
7/25/2009,0.978421052,1.187368421,1.226315781,1.207894746,1.073157891,1.207894738,1.236842115,1.463684217,1.755789452,1.638947361,1.277894738,1.568947356,2.803157885,2.38105261,1.681578928,1.484736835,2.963684164,2.892105272,2.241052643,1.68157894,2.645789463,3.202105259,2.683157908,2.26263157,2.393157909,3.139473683,2.977894739,2.746842096,2.544736868,2.991578927,3.100000002,3.06052628,2.957368418,3.007894707,2.966315797,2.716842087
7/26/2009,0.096818174,0.291363634,0.331363635,0.333636367,0.285454538,0.389999999,0.375454541,0.587727265,1.024545447,0.85363636,0.428181827,0.674090908,2.12409091,1.637727278,0.845909097,0.528181811,2.286363629,2.153181822,1.337727262,0.575909091,1.978636371,2.501818161,1.764090921,1.104545454,1.746363648,2.39454546,2.037727267,1.657272727,1.941818168,2.167272711,2.063636371,1.959545455,2.504090921,2.18999999,1.839090935,1.595909093
7/27/2009,-0.843157896,-0.444210524,-0.309473679,-0.289473673,-0.574736858,-0.313684211,-0.202105259,0.036315786,0.244210534,0.214210527,-0.081052634,0.213684224,1.435263153,1.071052623,0.375263147,0.068947366,1.667368403,1.558947388,0.780526325,0.035263151,1.336315787,1.878421044,1.14736841,0.502631582,1.082105251,1.83947369,1.551578945,1.224736841,1.324210545,1.714736838,1.747368424,1.69736841,1.886842122,1.753157879,1.524210535,1.202631604
7/28/2009,-1.354285703,-1.221428557,-1.148095236,-1.066666658,-0.924761894,-0.901904751,-0.944285719,-0.996190469,-0.703333336,-0.757142837,-0.819523809,-0.953809516,-0.537619017,-0.599999991,-0.780476193,-1.30190476,-0.447142878,-0.717142855,-1.334285724,-2.189523799,-0.348571441,-0.62761906,-1.584285692,-2.587619058,-0.233809518,-0.565238092,-1.231428562,-1.724761908,-0.258571418,-0.68571429,-1.09190478,-1.202857137,-0.197142848,-0.836190483,-1.427142838,-1.766666661
7/29/2009,-2.095454549,-1.919545465,-1.817272727,-1.758636349,-1.795909074,-1.693181805,-1.681363614,-1.511818194,-1.124090916,-1.22545454,-1.510454548,-1.336818199,-0.202727273,-0.529545438,-1.087727279,-1.330909117,-0.012727274,-0.119999997,-0.697727268,-1.223181813,-0.180909095,0.135454532,-0.369545447,-0.781818174,-0.231818192,0.191363634,0.003181819,-0.185454542,0.074090912,0.254545443,0.243636352,0.243636375,0.590000005,0.388636358,0.132272718,-0.095000002
7/30/2009,-1.014761921,-0.710476196,-0.581428556,-0.548571427,-0.801428564,-0.588095234,-0.466190476,-0.313333327,-0.281428569,-0.233809514,-0.331904757,-0.140476185,0.441904767,0.303809532,-0.046666666,-0.278095244,0.609999994,0.533333349,0.032380936,-0.505238101,0.416666652,0.706190461,0.15428571,-0.361904764,0.247619036,0.679047614,0.429047614,0.170476197,0.343333321,0.561904771,0.558571425,0.512380958,0.623809522,0.528095254,0.372857139,0.11
7/31/2009,-1.029499986,-0.659000007,-0.496500006,-0.445499998,-0.698499995,-0.46350002,-0.349999986,-0.203999996,-0.13250001,-0.092500003,-0.208999991,-0.037000003,0.627000003,0.469000007,0.081500006,-0.211500003,0.802999992,0.696999994,0.114999987,-0.522999997,0.578999994,0.886999986,0.224000006,-0.411500002,0.369499977,0.840999994,0.521499995,0.199,0.459000012,0.678499995,0.646000002,0.580000006,0.769500001,0.616500004,0.399999982,0.0935
8/1/2009,-0.841578946,-0.62684211,-0.549473688,-0.517368429,-0.5794737,-0.460000011,-0.428947384,-0.326842104,-0.108947377,-0.153684206,-0.325789479,-0.222105268,0.52315788,0.316315792,-0.110526328,-0.520526319,0.657368415,0.474210528,-0.23315791,-1.05999999,0.483157908,0.673684184,-0.203157886,-1.083157898,0.295263159,0.586842118,0.065789494,-0.408947354,0.244210521,0.278421055,0.089473707,-0.040526335,0.419473694,0.084210531,-0.27999998,-0.606315785
8/2/2009,-0.719999997,-0.492777767,-0.378333323,-0.31333334,-0.371666686,-0.24833334,-0.196111123,-0.09611112,0.026666653,0.036666665,-0.028333337,0.075000015,0.49500001,0.413333349,0.194444451,-0.037222209,0.61888892,0.526111093,0.135,-0.321666646,0.509444445,0.637777794,0.156111108,-0.312777779,0.415000007,0.641111101,0.394999999,0.169444445,0.491666675,0.571111129,0.518888884,0.482222221,0.693888927,0.538888898,0.34777777,0.108333329
8/3/2009,-0.253999991,0.087999997,0.224999998,0.267999998,0.048499997,0.258499993,0.365999992,0.444000006,0.388000027,0.464500004,0.4625,0.555500004,0.798000002,0.768499997,0.618000008,0.470000011,0.918000019,0.873500001,0.610500008,0.309999983,0.817000017,0.954500004,0.642499991,0.343000009,0.720500004,0.945499982,0.803000012,0.658000008,0.740000001,0.873,0.887499987,0.8645,0.8355,0.836999991,0.802,0.647499986
8/4/2009,-0.554999992,-0.329545463,-0.254545448,-0.228636361,-0.30681818,-0.193636362,-0.158636357,-0.14318182,-0.069545464,-0.060454526,-0.106818177,-0.106363633,0.204090914,0.141363647,-0.048181812,-0.379090908,0.279999988,0.13227272,-0.336818168,-0.950909085,0.216818197,0.226363649,-0.445909092,-1.14045454,0.145454531,0.213636362,-0.204090912,-0.552727271,0.150909084,0.065000005,-0.120909099,-0.203636362,0.293181829,-0.025909089,-0.345909091,-0.590909088
8/5/2009,-0.946666656,-0.77523809,-0.726666675,-0.692380934,-0.603809526,-0.560000005,-0.617142855,-0.493809524,-0.07571428,-0.235714294,-0.547619056,-0.42619048,0.62619048,0.280952386,-0.299523807,-0.720952369,0.739523803,0.523333333,-0.281428568,-1.176190476,0.574761903,0.779999994,-0.150952389,-1.098095248,0.395714293,0.577142874,-0.06571429,-0.645238103,0.260952384,0.085714283,-0.296666667,-0.513333329,0.439999997,-0.177619051,-0.758095238,-1.013333321
8/6/2009,-0.415000004,-0.385000008,-0.388999991,-0.341999996,-0.020500007,-0.108,-0.283999992,-0.243500003,0.409,0.136499999,-0.251499998,-0.271500003,0.937999997,0.52699999,-0.075999997,-0.580000001,1.008499999,0.724500006,-0.114500002,-1.06499999,0.954499998,0.980500001,-0.014500005,-1.017000005,0.916499995,0.877500008,0.184500007,-0.39400001,0.807500001,0.498500003,0.073499998,-0.117999998,0.935500004,0.280499997,-0.315500005,-0.552500001
