Date,Average of vwind0,Average of vwind1,Average of vwind2,Average of vwind3,Average of vwind4,Average of vwind5,Average of vwind6,Average of vwind7,Average of vwind8,Average of vwind9,Average of vwind10,Average of vwind11,Average of vwind12,Average of vwind13,Average of vwind14,Average of vwind15,Average of vwind16,Average of vwind17,Average of vwind18,Average of vwind19,Average of vwind20,Average of vwind21,Average of vwind22,Average of vwind23,Average of vwind24,Average of vwind25,Average of vwind26,Average of vwind27,Average of vwind28,Average of vwind29,Average of vwind30,Average of vwind31,Average of vwind32,Average of vwind33,Average of vwind34,Average of vwind35
11/23/2005,-3.949130487,-3.757391347,-3.599565187,-3.536956488,-3.830869568,-3.649565206,-3.476521745,-3.343913032,-3.723913011,-3.530000042,-3.325652177,-3.104782623,-3.626086978,-3.424347809,-3.175652216,-2.829999994,-3.536086997,-3.36086954,-2.926956534,-2.362608682,-3.615217369,-3.452173912,-2.835652191,-2.159130428,-3.706521786,-3.333478258,-2.776956519,-2.349565216,-3.647391297,-3.048695678,-2.50434784,-2.32173912,-3.784347817,-2.924782598,-2.204347798,-2.129130424
11/24/2005,0.919523457,0.85809489,0.82952346,0.848094894,1.11571394,1.017142507,0.890952037,0.987618698,1.50904727,1.292856795,0.973809174,1.054285363,2.035713939,1.69714251,1.269999645,1.226666316,2.113332964,2.060475832,1.822856798,1.725237754,2.118571083,2.23428536,2.198094885,2.233332983,2.237618685,2.247142519,2.228094896,2.213332988,2.364285373,2.283332984,2.203332998,2.190475844,2.569047241,2.386666315,2.234285349,2.274285356
11/25/2005,-0.70181819,-0.607272719,-0.531818181,-0.507727274,-0.64999999,-0.564090901,-0.47818181,-0.413181824,-0.620909098,-0.51954545,-0.400909102,-0.289999993,-0.613636362,-0.493181831,-0.33045455,-0.096818185,-0.572727272,-0.462727267,-0.157727269,0.235909092,-0.557272728,-0.52818181,-0.095454543,0.367272727,-0.512727274,-0.452727272,-0.127272725,0.14045455,-0.378636366,-0.224545453,-0.028636368,0.069090913,-0.328181817,-0.074999997,0.143636371,0.235000002
11/26/2005,-1.695000004,-1.701818175,-1.677272717,-1.646818176,-1.589545448,-1.608181822,-1.628636368,-1.588181816,-1.469090902,-1.505909069,-1.553636354,-1.519545456,-1.330454554,-1.38318181,-1.459545459,-1.496818182,-1.291818186,-1.327727277,-1.420000004,-1.512727287,-1.275454527,-1.290909087,-1.381818179,-1.455454549,-1.23272726,-1.244999988,-1.282272731,-1.303181822,-1.204545449,-1.202727259,-1.199090904,-1.184545454,-1.189545461,-1.191363646,-1.205909083,-1.251363626
11/27/2005,2.620869559,2.167391324,1.926956514,1.886956521,2.49391308,2.140434786,1.831739112,1.813043458,2.584347852,2.185217396,1.713043477,1.626086938,2.796521741,2.320869578,1.777826077,1.534347823,2.702173884,2.558695656,2.083478268,1.644347823,2.680869569,2.767391315,2.342608704,1.954347807,2.727391318,2.70652177,2.402173926,2.148695655,2.747391289,2.543913062,2.296956517,2.202608694,2.928695663,2.520434764,2.172608706,2.140000034
11/28/2005,4.138695567,3.612608542,3.294782483,3.218695552,3.973478136,3.536956414,3.125217302,3.165217314,4.202173814,3.638260738,2.925217299,2.909130317,4.665652057,3.92956515,3.06043465,2.764782495,4.56782596,4.365652064,3.644347688,3.018260748,4.497391203,4.701304249,4.113912966,3.592173789,4.52217384,4.59521729,4.186956406,3.82956509,4.529999878,4.324347734,4.011738995,3.872608641,4.780869463,4.262173829,3.813912962,3.75478248
11/29/2005,4.802916656,4.432499965,4.142916669,4.036666662,4.592916638,4.252083321,3.905000011,3.873333325,4.614166637,4.157499989,3.585416694,3.507916664,4.792916665,4.205416679,3.536666671,3.326250032,4.645416657,4.498333345,3.976666649,3.528333336,4.602083306,4.74333334,4.32708328,3.957916687,4.642500023,4.667916636,4.367916663,4.109166682,4.716666669,4.502500008,4.227916668,4.123333305,4.998749981,4.514166663,4.099583348,4.082916677
11/30/2005,-3.584545469,-2.692727268,-2.282272721,-2.300454553,-3.679090885,-2.948181797,-2.304090923,-2.174090939,-3.71590908,-2.956818214,-2.173636351,-1.85681819,-3.756363609,-2.995454549,-2.178636382,-1.531818202,-3.594090906,-3.169090904,-2.237727282,-1.215000004,-3.816363611,-3.47499997,-2.414545471,-1.352727286,-4.153181843,-3.462272761,-2.595454517,-1.968181829,-4.093636391,-3.196363622,-2.432727308,-2.217272715,-4.213181771,-3.057272716,-2.091818167,-1.90636362
12/1/2005,-4.749090888,-4.53863637,-4.340909069,-4.251363657,-4.580909133,-4.377272703,-4.17636362,-4.081818201,-4.526363633,-4.282272751,-3.994090904,-3.826818174,-4.535454512,-4.244090893,-3.88909095,-3.595454541,-4.434999975,-4.284090898,-3.830454566,-3.306818193,-4.429090933,-4.415909095,-3.863636364,-3.259545478,-4.393636368,-4.209999973,-3.708636349,-3.287727258,-4.140909087,-3.750909101,-3.327272719,-3.12227273,-4.071363655,-3.504545439,-3.048636371,-3.037272713
12/2/2005,-3.83818181,-3.729545463,-3.578181809,-3.481363632,-3.636363604,-3.524545485,-3.397272706,-3.347272732,-3.685909087,-3.506363652,-3.243636348,-3.147727273,-3.8659091,-3.588636398,-3.229090929,-3.027727257,-3.817272696,-3.729999997,-3.368636348,-3.009090917,-3.777727268,-3.869999994,-3.5090909,-3.137727282,-3.764999997,-3.717272704,-3.393636346,-3.114545443,-3.727272727,-3.440909093,-3.108636352,-2.966363647,-3.899090886,-3.365454555,-2.920454551,-2.922272715
12/3/2005,-1.003181826,-1.35318181,-1.472272713,-1.422727275,-0.820454548,-1.120454537,-1.389999998,-1.370454554,-0.618181818,-0.963636361,-1.34863637,-1.394545449,-0.375000003,-0.758636366,-1.190909082,-1.424090918,-0.376363636,-0.554545457,-0.962272732,-1.348181807,-0.270454542,-0.384999999,-0.760454552,-1.091818175,-0.055000006,-0.300454544,-0.565909088,-0.739545463,0.074999994,-0.236818179,-0.484999979,-0.514545463,0.260909097,-0.169545448,-0.538181814,-0.624090905
12/4/2005,2.016363626,1.643636381,1.452272726,1.454545456,2.107272739,1.77500001,1.454545455,1.420454561,2.25727272,1.854545474,1.394545453,1.268181806,2.469999999,2.00863637,1.48136363,1.170000007,2.429545454,2.217727282,1.706818183,1.200454551,2.522272755,2.421818156,1.920000002,1.457272735,2.713636387,2.461363635,2.094090901,1.8309091,2.788181831,2.424090897,2.106363627,2.033181819,2.959090889,2.451818174,2.029545472,1.962727261
12/5/2005,4.687142815,4.243809518,3.949047645,3.865714289,4.50095238,4.137142829,3.792857164,3.843333375,4.717619033,4.234761908,3.60714284,3.620952362,5.169999974,4.519523848,3.737142864,3.492380971,5.086666652,4.923809551,4.288095236,3.74571425,5.024285691,5.226666666,4.724761872,4.275238105,5.069047599,5.107619024,4.733809494,4.407619045,5.143809534,4.871428581,4.514285712,4.372380909,5.49095239,4.868571418,4.332857138,4.307619066
12/6/2005,-1.037368436,-0.75368423,-0.633157913,-0.655789477,-1.157894774,-0.920000029,-0.689473722,-0.774210521,-1.501052671,-1.168421077,-0.738421056,-0.786842104,-1.983157969,-1.539473687,-0.99631582,-0.816842105,-2.012105267,-1.87894738,-1.439473691,-1.079999998,-2.050000021,-2.101052625,-1.776842095,-1.512631547,-2.232105261,-2.108421055,-1.861052643,-1.680526291,-2.474210513,-2.128947314,-1.807368449,-1.742105221,-2.903684277,-2.271578983,-1.728421084,-1.679999983
12/7/2005,-2.687499996,-2.719000012,-2.693499975,-2.670999993,-2.700999986,-2.701499952,-2.665999975,-2.645499995,-2.712999989,-2.664000001,-2.583999973,-2.556999981,-2.747500011,-2.662499994,-2.541500013,-2.449999974,-2.735999984,-2.684999976,-2.535500005,-2.370500033,-2.730999979,-2.730000025,-2.554500005,-2.379499991,-2.738000035,-2.719999975,-2.596499997,-2.495500004,-2.766500056,-2.683000004,-2.585999987,-2.550499976,-2.849499983,-2.690500027,-2.555999979,-2.507000014
12/8/2005,1.000909066,0.609545451,0.400454549,0.368181802,0.903636345,0.604545468,0.320454544,0.456363635,1.237272719,0.80727272,0.218181806,0.360000016,1.825454537,1.209999996,0.464545457,0.376363638,1.784090922,1.698636354,1.197272727,0.860454547,1.597272713,1.995000004,1.72681818,1.534090936,1.461818202,1.828636373,1.674090891,1.478636362,1.461363653,1.545909078,1.444545468,1.341818192,1.705909095,1.489545472,1.285909086,1.327727288
12/9/2005,1.18695654,1.278260862,1.276956556,1.218260876,0.960434774,1.055217388,1.153043451,1.128260884,0.72434784,0.863913054,1.035217403,1.055652176,0.460000016,0.634347843,0.862608672,1.035652194,0.403043496,0.506521724,0.768695648,1.032173899,0.358260879,0.406521726,0.672173903,0.905652186,0.259130436,0.343043469,0.496521725,0.604782606,0.261739115,0.327826079,0.386521775,0.393478236,0.27956521,0.353913032,0.429130444,0.535217387
12/10/2005,-2.890416712,-2.590416685,-2.404583342,-2.363333342,-2.808750004,-2.557083334,-2.325833338,-2.250416671,-2.76958332,-2.492916693,-2.188749991,-2.044583333,-2.763750009,-2.461249995,-2.140000008,-1.942083315,-2.667916661,-2.55583333,-2.262916682,-1.973749995,-2.70958335,-2.671250011,-2.383333325,-2.097916656,-2.789583328,-2.622916654,-2.370416674,-2.175,-2.750416695,-2.485416657,-2.240416662,-2.157499988,-2.794999979,-2.435000015,-2.14375,-2.132083322
12/11/2005,-3.388181816,-3.088181821,-2.875,-2.802727287,-3.227727251,-2.970454536,-2.74000002,-2.675454524,-3.200454555,-2.915909084,-2.586818191,-2.459090926,-3.241363618,-2.912727286,-2.532272734,-2.277727246,-3.139545462,-3.001363651,-2.580454545,-2.124999995,-3.124090877,-3.145454548,-2.67590908,-2.164090904,-3.08090909,-2.92272726,-2.474090909,-2.088181805,-2.813636368,-2.449999988,-2.052727273,-1.851818191,-2.72500001,-2.187272714,-1.754090902,-1.762272717
12/12/2005,-3.460476205,-3.298571445,-3.159047643,-3.084285702,-3.267619039,-3.134285722,-3.018095244,-2.948095237,-3.228095214,-3.084761898,-2.908571414,-2.78809525,-3.251904763,-3.07380953,-2.843809517,-2.626190484,-3.191428596,-3.093333369,-2.775238094,-2.400476204,-3.230000011,-3.179047624,-2.779999971,-2.343333334,-3.29190475,-3.060952385,-2.681428572,-2.382857152,-3.245238054,-2.822857153,-2.42476192,-2.281904772,-3.367142876,-2.74428573,-2.232857157,-2.221904773
12/13/2005,-3.922105237,-3.776315802,-3.64000003,-3.565263183,-3.743684217,-3.611052639,-3.492631573,-3.401578941,-3.674736851,-3.534210481,-3.369999986,-3.221578962,-3.651052619,-3.486842118,-3.278947366,-3.062631607,-3.57947369,-3.482631589,-3.184210526,-2.823157888,-3.592631578,-3.559473722,-3.171052632,-2.737894736,-3.602631581,-3.420526329,-3.053157932,-2.754736875,-3.49105264,-3.134210518,-2.778947369,-2.633684252,-3.531578949,-3.004210525,-2.571578954,-2.571052627
12/14/2005,-1.610416666,-1.94541667,-2.03708333,-1.976666656,-1.430416673,-1.703750011,-1.946666661,-1.899999979,-1.158749999,-1.48125,-1.85666665,-1.871666667,-0.816249997,-1.192916671,-1.647083329,-1.904166668,-0.79041667,-0.974583321,-1.441666666,-1.90333333,-0.723333333,-0.786249995,-1.244999992,-1.650416672,-0.541666669,-0.698749986,-0.990833329,-1.19416666,-0.367083335,-0.629166666,-0.863333341,-0.894583329,-0.101666669,-0.554166658,-0.963749999,-1.104583328
12/15/2005,3.446818192,3.019090929,2.747272742,2.667727263,3.234545422,2.895000035,2.580909084,2.609545437,3.436363646,2.995909091,2.420454531,2.400454516,3.864545435,3.268181834,2.553636405,2.328181827,3.80409087,3.653636362,3.091818186,2.626363622,3.785000009,3.930909072,3.508636358,3.161818178,3.919999998,3.926363619,3.646818155,3.423181835,4.179090855,3.917272742,3.615909115,3.546363616,4.677727285,4.067727275,3.535454545,3.491363622
12/16/2005,-3.217894715,-2.552105303,-2.225263152,-2.21368423,-3.244210556,-2.68736842,-2.196842092,-2.141052651,-3.309473665,-2.718947364,-2.092631594,-1.917368414,-3.41368429,-2.79789477,-2.143684216,-1.761578976,-3.294736815,-3.016315799,-2.39263157,-1.769473705,-3.494210509,-3.26105263,-2.639473688,-2.043157916,-3.825789448,-3.265263159,-2.719473657,-2.34052633,-3.84684216,-3.138421037,-2.568947372,-2.426315822,-3.996842088,-3.09842104,-2.357894728,-2.267368448
12/17/2005,-1.371904762,-1.175714293,-1.058095242,-1.072380948,-1.496666641,-1.323333334,-1.13190476,-1.204285712,-1.730952374,-1.452380942,-1.084761891,-1.152380948,-2.070000012,-1.689523808,-1.237142838,-1.145714288,-2.075714265,-1.975714314,-1.663333328,-1.443333329,-2.07523806,-2.151904753,-1.973809526,-1.855238094,-2.159523811,-2.167619051,-2.062380941,-1.976666665,-2.26285714,-2.174761917,-2.068571453,-2.046190458,-2.451428578,-2.241904763,-2.058571422,-2.016666657
12/18/2005,0.935454533,0.957272712,0.931818176,0.868181826,0.617272711,0.694545446,0.798636357,0.78272727,0.335909084,0.481818183,0.66409092,0.705909083,0.036818176,0.223181822,0.472727273,0.675909081,-0.054999985,0.08454546,0.371363648,0.659545446,-0.226363645,-0.025000001,0.264999996,0.502727263,-0.549090908,-0.224545466,-0.050000005,0.021363631,-0.794545459,-0.495454559,-0.322727295,-0.360909077,-1.018636343,-0.67318182,-0.371818182,-0.243636389
12/19/2005,-4.72681815,-4.334999973,-4.077272697,-4.02272724,-4.653181813,-4.318181807,-4.00272727,-3.99181819,-4.745454517,-4.338181821,-3.85363633,-3.787272735,-4.947727312,-4.456818223,-3.900454521,-3.670909112,-4.865454555,-4.701818152,-4.235000014,-3.815000014,-4.944090897,-4.910909111,-4.510909135,-4.145909114,-5.131363674,-4.875000033,-4.534090898,-4.280909072,-5.150454543,-4.746363629,-4.389090939,-4.282727252,-5.302272688,-4.731818167,-4.264999997,-4.239999988
12/20/2005,-5.117826089,-4.931739164,-4.757391245,-4.686956509,-4.97608701,-4.806086955,-4.636956526,-4.558260835,-4.842173887,-4.644347834,-4.429565253,-4.314347837,-4.727826098,-4.510434762,-4.279999982,-4.116956566,-4.613478267,-4.52173912,-4.275217336,-3.99608694,-4.652608747,-4.599565216,-4.308260897,-3.985217364,-4.693912973,-4.477391316,-4.173913054,-3.930434818,-4.562608657,-4.221304386,-3.905652202,-3.775652191,-4.541739111,-4.09869562,-3.750869595,-3.764347833
12/21/2005,-6.166363629,-5.713636355,-5.39181822,-5.284090952,-5.932272716,-5.536363645,-5.177727222,-5.018636313,-5.768636378,-5.352272727,-4.906818173,-4.632727233,-5.641363599,-5.202727296,-4.714090857,-4.271818194,-5.464090932,-5.214090911,-4.582272714,-3.832272746,-5.536818201,-5.389090885,-4.592272726,-3.718636404,-5.582727302,-5.124545466,-4.363636364,-3.755909107,-5.229090907,-4.505909107,-3.810454564,-3.515000018,-5.110909094,-4.15909092,-3.395909093,-3.376818213
12/22/2005,-6.195238159,-5.860952411,-5.564285721,-5.434285766,-5.904285737,-5.603333303,-5.316190447,-5.153809525,-5.733333327,-5.398571457,-5.019047601,-4.755238102,-5.6295238,-5.24904762,-4.796666645,-4.361904791,-5.46047624,-5.237142858,-4.605238086,-3.840952385,-5.49571429,-5.39761902,-4.578095289,-3.67523811,-5.501904726,-5.120952402,-4.359523819,-3.739047629,-5.212857133,-4.514285757,-3.81428571,-3.517619031,-5.202380907,-4.215238185,-3.423333327,-3.449047622
12/23/2005,-3.683913018,-3.79217393,-3.74869569,-3.661739137,-3.449565193,-3.532173924,-3.593043498,-3.481304355,-3.217826061,-3.313478257,-3.418260891,-3.295217374,-2.976956531,-3.079130411,-3.18695652,-3.130869591,-2.905652156,-2.91782609,-2.915217376,-2.829130422,-2.845217378,-2.86695653,-2.746521745,-2.567391319,-2.687826097,-2.733478282,-2.610434804,-2.479999992,-2.430434771,-2.455652184,-2.424347828,-2.345217378,-2.189565224,-2.240434816,-2.293043479,-2.312173941
12/24/2005,1.343000014,0.789499994,0.539999986,0.548499984,1.390499987,0.933499998,0.525500001,0.477499986,1.460499989,0.965499987,0.433500017,0.281500006,1.57300002,1.04549999,0.470999992,0.108000003,1.479000008,1.224000002,0.635499991,0.029999989,1.578000004,1.439000017,0.825000003,0.230000003,1.747499996,1.426500017,0.946499993,0.5885,1.693999993,1.253500003,0.858499992,0.739000009,1.749000005,1.174499993,0.702999992,0.620000006
12/25/2005,3.864444435,3.697222209,3.523888936,3.45166666,3.80055556,3.623888918,3.41277783,3.470000017,4.078888943,3.750000033,3.272777796,3.317222241,4.571111081,4.067222238,3.422777762,3.252777766,4.550000052,4.442222243,3.940555574,3.539444407,4.496111122,4.693333296,4.331666685,4.046666642,4.576111143,4.675555549,4.457777778,4.266666638,4.777777758,4.641111083,4.434444461,4.371666623,5.185555531,4.752222233,4.361111138,4.321666651
12/26/2005,-3.276999994,-2.861999976,-2.615000022,-2.580499997,-3.30650005,-2.910499964,-2.531000032,-2.453500008,-3.355500012,-2.892000037,-2.378999978,-2.195000017,-3.442999956,-2.934000023,-2.348500041,-1.907499988,-3.332000008,-3.058000042,-2.360999991,-1.586999995,-3.392999991,-3.280500014,-2.474000005,-1.63599999,-3.467000027,-3.119499965,-2.434999976,-1.89200002,-3.246499991,-2.666500008,-2.094500047,-1.867000008,-3.228999989,-2.395000032,-1.695499998,-1.579500008
12/27/2005,-2.147142847,-2.191904782,-2.150000004,-2.083809519,-1.99523812,-2.014285739,-2.026190483,-1.971428562,-1.918095257,-1.939523805,-1.951904773,-1.879523803,-1.863333377,-1.871904762,-1.859523805,-1.77333333,-1.825714284,-1.811904745,-1.706666691,-1.541428556,-1.793333316,-1.815714267,-1.627619039,-1.385714284,-1.715238098,-1.666666651,-1.454761886,-1.267619037,-1.587142838,-1.403333313,-1.192857139,-1.079999999,-1.575714309,-1.266666654,-1.010952375,-1.029523803
12/28/2005,3.050952378,2.526190474,2.249523796,2.253333322,3.185714302,2.739047607,2.292380972,2.388571427,3.670952331,3.04095237,2.231428575,2.258571426,4.402380943,3.567142827,2.544761916,2.140000006,4.389999991,4.108571461,3.201904768,2.388095234,4.360000009,4.516666651,3.742380965,3.052380948,4.487142858,4.450952371,3.909999978,3.463333374,4.621428546,4.238571451,3.779999977,3.621428569,5.059999977,4.256190459,3.558571469,3.455714294
12/29/2005,3.043181812,3.06227273,2.995000002,2.921818197,2.849090916,2.865454541,2.876818191,2.852727308,2.698636353,2.71545455,2.721363623,2.725454561,2.570000004,2.574545461,2.58954545,2.658181803,2.494090903,2.545909095,2.604545463,2.675454541,2.423181811,2.529545445,2.605454554,2.660454536,2.295909116,2.418636368,2.450000004,2.43954544,2.126363647,2.238181829,2.288181813,2.24772728,1.967272749,2.113636345,2.245000042,2.317727279
12/30/2005,0.219545458,0.139090908,0.101363635,0.065454542,-0.067272733,-0.051363634,0.017272728,-0.021363638,-0.331818184,-0.22090909,-0.057272729,-0.071818182,-0.627272729,-0.454999996,-0.228636369,-0.156818182,-0.682727263,-0.633181825,-0.462272723,-0.343181817,-0.69,-0.731363633,-0.633636363,-0.564999993,-0.7540909,-0.729999993,-0.658181823,-0.60318182,-0.826818182,-0.728181824,-0.631818172,-0.610909084,-0.961818192,-0.764999995,-0.59227271,-0.595909094
12/31/2005,2.787727258,2.356363645,2.12727273,2.104090922,2.794999998,2.425454557,2.071818188,2.087727253,3.019090929,2.550454527,1.979999996,1.928181817,3.389090906,2.807727283,2.137727263,1.886818181,3.340909091,3.160000021,2.633181816,2.193636366,3.364999966,3.420000011,3.017272711,2.674090879,3.501818202,3.38136363,3.069999998,2.825454549,3.602727283,3.273636352,2.944999998,2.845454563,3.884545456,3.312272711,2.832272725,2.815454532
1/1/2006,2.551500005,2.231999999,2.057000011,2.039000016,2.582499999,2.301000029,2.022500014,2.092000008,2.927000022,2.524000001,1.994000009,2.020500007,3.45999999,2.909500009,2.227999997,1.980500016,3.45450002,3.294999981,2.71099999,2.204999989,3.412499976,3.567500019,3.094,2.670000035,3.457000005,3.465500009,3.115999985,2.814499974,3.453500009,3.226999998,2.929500008,2.802500015,3.656499994,3.173000002,2.758999997,2.719500011
1/2/2006,3.929545446,3.595909075,3.393181839,3.358181834,3.948181797,3.628181837,3.321363644,3.28045456,4.017272727,3.635454541,3.205000005,3.088181818,4.137727301,3.706363635,3.235000014,3.013181814,4.065454513,3.898636393,3.498181817,3.130454543,4.170454564,4.075000021,3.719999974,3.39590912,4.360909072,4.079999975,3.78545452,3.574545459,4.320000004,3.984545453,3.711818213,3.633636355,4.328636348,3.942272755,3.637272716,3.61363638
1/3/2006,2.876666677,2.755714296,2.641904755,2.599047616,2.782857137,2.681904779,2.586666679,2.571428579,2.675714307,2.560952402,2.440476167,2.435714315,2.571428605,2.450476219,2.34238097,2.339999996,2.494285714,2.467619108,2.406190481,2.357619041,2.519523791,2.49857142,2.45476193,2.407142831,2.544285733,2.451428587,2.380476174,2.321904792,2.451428531,2.352857127,2.270952365,2.225238109,2.367142876,2.277142872,2.211904784,2.229047613
1/4/2006,-2.38952381,-2.190476172,-2.041904789,-1.992857142,-2.312857145,-2.131428582,-1.957619029,-1.928095224,-2.362857118,-2.13904761,-1.86523809,-1.78857141,-2.486666662,-2.207619017,-1.882380947,-1.721428569,-2.427142841,-2.343809554,-2.052380971,-1.780476194,-2.399523806,-2.466666676,-2.200952368,-1.930476177,-2.38095237,-2.331428556,-2.078095235,-1.857619067,-2.293333306,-2.071428549,-1.815238118,-1.695714292,-2.357142851,-1.973333319,-1.660476194,-1.682857139
1/5/2006,-1.047619053,-1.049523819,-1.006190465,-0.963809524,-0.92238096,-0.916666662,-0.920952377,-0.809047622,-0.708095223,-0.751428586,-0.840476179,-0.690000001,-0.429047643,-0.529047614,-0.66047617,-0.560476195,-0.357142846,-0.347142844,-0.347142861,-0.253809529,-0.363809512,-0.288571435,-0.155714268,0.040476193,-0.304285705,-0.202857162,-0.048571412,0.078571415,-0.149523807,-0.021904758,0.101428564,0.170476185,-0.018571419,0.113809516,0.21666667,0.243333334
1/6/2006,-4.569090875,-3.864090903,-3.476363656,-3.425454562,-4.568636375,-3.923636383,-3.330000043,-3.171363641,-4.543181831,-3.844090918,-3.10909087,-2.767727296,-4.536818148,-3.814090932,-3.026818141,-2.404090921,-4.34818183,-3.95545455,-3.045909123,-2.032727238,-4.510454546,-4.248636322,-3.195000004,-2.115454552,-4.745909076,-4.13727274,-3.246818194,-2.576363659,-4.606363627,-3.724545491,-2.929545481,-2.670454543,-4.705454566,-3.509999963,-2.51363638,-2.376363641
1/7/2006,-4.349047615,-4.108571427,-3.917142857,-3.844285681,-4.20619045,-3.986190478,-3.774761893,-3.688095229,-4.195238079,-3.931904759,-3.62095239,-3.459047613,-4.255714314,-3.940000023,-3.53952384,-3.167619047,-4.179047607,-3.975714241,-3.410952352,-2.738095232,-4.239047618,-4.130476202,-3.415714287,-2.640952371,-4.316666717,-3.946666695,-3.294285723,-2.78,-4.187142838,-3.531428587,-2.90333334,-2.6709524,-4.306190457,-3.359999992,-2.582857132,-2.53666666
1/8/2006,-1.018636368,-1.208636365,-1.259999999,-1.208181819,-0.832272736,-1.004545449,-1.171818187,-1.143181798,-0.651363636,-0.870454549,-1.118636365,-1.129545469,-0.444545455,-0.694090911,-0.968636372,-1.065909092,-0.419090921,-0.515454531,-0.702727274,-0.832272723,-0.329545461,-0.405454558,-0.510909076,-0.547272721,-0.12045455,-0.244545448,-0.26636362,-0.243636359,0.100909089,0.000454546,-0.031818183,0.027727271,0.298181813,0.171363646,0.052727276,-0.011818177
1/9/2006,0.06727274,-0.24,-0.383636367,-0.37045454,0.220909095,-0.074545451,-0.365454548,-0.372727268,0.459090909,0.080454538,-0.368181817,-0.463181817,0.776363635,0.323636355,-0.206363634,-0.488636363,0.77318182,0.580000006,0.095909092,-0.354545462,0.868636363,0.788636362,0.354090909,-0.019545451,1.105,0.887727276,0.594090915,0.400454547,1.334545461,0.990454535,0.704090907,0.671818176,1.671818167,1.141363639,0.688181815,0.614090902
1/10/2006,-0.260476191,-0.310952387,-0.332857142,-0.326190474,-0.239047618,-0.280476188,-0.325714283,-0.34904762,-0.224285714,-0.279047621,-0.341904755,-0.394285711,-0.204761911,-0.268571423,-0.346666663,-0.427619048,-0.210476189,-0.254761901,-0.361904755,-0.488095241,-0.239523804,-0.223809517,-0.356666664,-0.491904766,-0.296190478,-0.252380954,-0.333333331,-0.412857145,-0.383333332,-0.350952382,-0.355238095,-0.379999997,-0.463333326,-0.433333335,-0.411904761,-0.437619049
1/11/2006,0.753333331,0.600476197,0.529047617,0.556190465,0.909047616,0.757142861,0.583809519,0.601904754,1.145238079,0.902380954,0.588571432,0.557619044,1.461904756,1.138095241,0.730476188,0.520000008,1.476190459,1.346190481,0.956666662,0.587142862,1.43904762,1.511904722,1.152857139,0.83142858,1.44095238,1.496190483,1.277619038,1.089523801,1.453333327,1.398571409,1.279523794,1.226666672,1.565238086,1.375238099,1.2047619,1.145714285
1/12/2006,-1.583499986,-1.512499997,-1.434500006,-1.381499988,-1.449499992,-1.383999994,-1.323500009,-1.255500001,-1.387999988,-1.321999994,-1.249999999,-1.138500013,-1.345500008,-1.273499992,-1.1765,-1.00550001,-1.299999991,-1.238499997,-1.052999993,-0.808499982,-1.300499998,-1.275000004,-1.005999995,-0.731000006,-1.325499985,-1.3,-1.132999996,-1.002499992,-1.382499996,-1.298999994,-1.200499983,-1.176999991,-1.492999995,-1.309000006,-1.134499997,-1.004999993
1/13/2006,0.976818177,1.143181824,1.211818183,1.215909059,1.029545471,1.155000007,1.238181819,1.304090921,1.221818183,1.282727285,1.285454569,1.378181824,1.499545464,1.484090905,1.414545453,1.463636371,1.570909067,1.618181815,1.620454536,1.684999998,1.497272724,1.657727292,1.747727275,1.885909105,1.449999979,1.705454526,1.859090909,1.961363634,1.513181824,1.798636359,2.010454568,2.071818177,1.548636381,1.860909107,2.112727254,2.094090923
1/14/2006,-4.870000169,-4.313181962,-3.985000117,-3.935909218,-4.856818283,-4.337272836,-3.855909209,-3.674545559,-4.740000049,-4.190000061,-3.626818271,-3.282727382,-4.601818318,-4.054545589,-3.468636437,-2.915000154,-4.420909245,-4.085454616,-3.340454654,-2.467272831,-4.588181856,-4.299545564,-3.3722728,-2.402272821,-4.797727341,-4.187727354,-3.380909145,-2.780000126,-4.639091066,-3.802727374,-3.070000093,-2.835454683,-4.675454663,-3.579545548,-2.668636517,-2.534545554
1/15/2006,-5.946316016,-5.490526588,-5.147895035,-5.015263457,-5.700000248,-5.265263407,-4.85789501,-4.688421287,-5.603684438,-5.113684428,-4.564737094,-4.256842362,-5.590526556,-5.041579196,-4.411052892,-3.910000299,-5.410000249,-5.140000262,-4.398947584,-3.571052903,-5.506842387,-5.370000231,-4.505263441,-3.58842132,-5.654737096,-5.166842335,-4.376316058,-3.75842127,-5.5400002,-4.698947593,-3.908947643,-3.629473937,-5.73526336,-4.508947605,-3.491579188,-3.445789764
1/16/2006,1.066666649,0.821904761,0.695714292,0.68952381,1.074285748,0.877142838,0.684285695,0.753333307,1.333809512,1.046190473,0.660952389,0.710000015,1.743809549,1.341904772,0.844285732,0.701904779,1.748095255,1.644761914,1.253333327,0.937619043,1.704285721,1.843809509,1.563809528,1.336190473,1.730000006,1.811428587,1.637619061,1.481428557,1.780952394,1.718095239,1.590476204,1.536190469,1.956666658,1.725238095,1.517619058,1.481428575
1/17/2006,5.770952429,5.330476205,5.011428583,4.905238083,5.553333328,5.17238097,4.801428579,4.812857162,5.708095233,5.199523824,4.547142835,4.508571443,6.08047617,5.408571402,4.620952356,4.392380936,5.958095244,5.808095217,5.205714271,4.705238064,5.898095199,6.10904764,5.655714251,5.24904762,5.923809506,5.942380985,5.576190438,5.249523821,5.882380996,5.613333361,5.263333332,5.103333326,6.092380944,5.535714297,5.071904671,5.086190473
